"","Location_skey","ChargePoint_skey","def_ampere"
"3713",3249,4251,16
"3714",3250,3246,16
"3715",3251,353,16
"3716",3253,3360,20
"3717",3253,3364,20
"3718",3254,4614,16
"3719",3255,3309,16
"3720",3256,3993,16
"3721",3257,5184,16
"3722",3258,3606,16
"3723",3259,1981,16
"3724",3260,163,16
"3725",3261,2451,20
"3726",3262,3705,20
"3727",3263,2579,20
"3728",3264,2296,16
"3729",3266,3102,16
"3730",3267,2849,16
"3731",3268,2210,16
"3732",3269,2803,16
"3733",3270,1996,16
"3734",3271,3299,16
"3735",3273,3358,16
"3736",3274,3147,16
"3737",3274,4231,16
"3738",3275,3998,20
"3739",3276,1655,16
"3740",3277,1537,16
"3741",3278,4712,16
"3742",3279,1889,16
"3743",3280,423,16
"3744",3280,1097,16
"3745",3281,3703,20
"3746",3282,2823,16
"3747",3282,14147,16
"3748",3283,3171,16
"3749",3284,3923,20
"3750",3285,4014,16
"3751",3286,5241,16
"3752",3287,3799,20
"3753",3288,4762,20
"3754",3289,38,16
"3755",3290,1351,16
"3756",3290,6088,13
"3757",3291,4148,16
"3758",3292,3076,16
"3759",3294,2205,16
"3760",3295,3709,20
"3761",3295,3710,20
"3762",3296,2913,16
"3763",3297,2299,16
"3764",3298,4351,16
"3765",3298,6089,13
"3766",3299,4781,16
"3767",3300,2948,16
"3768",3301,126,16
"3769",3301,5032,16
"3770",3302,3511,16
"3771",3303,4017,16
"3772",3304,3621,16
"3773",3305,2408,16
"3774",3306,330,16
"3775",3307,4548,16
"3776",3308,633,16
"3777",3308,829,16
"3778",3309,4603,16
"3779",3310,301,16
"3780",3311,3473,16
"3781",3312,2811,16
"3782",3312,14181,16
"3783",3313,4683,16
"3784",3314,4616,16
"3785",3315,2770,16
"3786",3316,1552,16
"3787",3317,2478,20
"3788",3318,1020,16
"3789",3318,6286,16
"3790",3319,429,16
"3791",3320,3301,20
"3792",3321,2433,16
"3793",3323,413,16
"3794",3324,4382,16
"3795",3324,6133,16
"3796",3325,2471,16
"3797",3327,4785,32
"3798",3328,99,16
"3799",3329,3035,16
"3800",3330,4839,16
"3801",3331,3689,20
"3802",3332,2250,16
"3803",3333,579,16
"3804",3333,803,16
"3805",3334,1990,16
"3806",3335,1338,16
"3807",3335,6214,16
"3808",3336,2781,16
"3809",3337,3683,16
"3810",3338,4084,16
"3811",3339,2526,20
"3812",3340,242,16
"3813",3342,1816,16
"3814",3344,5062,16
"3815",3344,5127,16
"3816",3344,5927,16
"3817",3345,3187,16
"3818",3345,3189,16
"3819",3345,5563,16
"3820",3346,2004,16
"3821",3347,1697,16
"3822",3348,363,16
"3823",3349,5260,16
"3824",3349,5841,16
"3825",3350,3693,16
"3826",3351,4566,20
"3827",3352,2390,20
"3828",3353,3024,16
"3829",3354,2932,16
"3830",3355,4612,20
"3831",3357,3412,20
"3832",3358,183,16
"3833",3358,555,16
"3834",3359,2628,16
"3835",3360,1782,16
"3836",3360,5442,16
"3837",3361,3845,16
"3838",3362,1880,16
"3839",3363,4021,16
"3840",3364,3764,16
"3841",3365,2729,32
"3842",3366,2834,16
"3843",3366,14162,13
"3844",3367,4126,20
"3845",3368,2644,20
"3846",3368,2645,16
"3847",3368,2646,20
"3848",3368,2647,16
"3849",3369,317,16
"3850",3370,2211,16
"3851",3370,4023,16
"3852",3371,3544,16
"3853",3372,1663,16
"3854",3373,2407,16
"3855",3374,3377,16
"3856",3375,2521,20
"3857",3376,2190,16
"3858",3377,3310,20
"3859",3378,3640,16
"3860",3379,6205,16
"3861",3380,2599,16
"3862",3381,2351,16
"3863",3382,1739,16
"3864",3383,1944,16
"3865",3384,545,16
"3866",3384,1260,16
"3867",3385,3405,20
"3868",3386,3063,16
"3869",3387,596,16
"3870",3387,877,16
"3871",3388,4898,16
"3872",3389,2359,16
"3873",3390,4876,16
"3874",3391,3851,16
"3875",3393,226,16
"3876",3393,666,16
"3877",3394,1619,16
"3878",3395,1575,16
"3879",3396,4635,16
"3880",3398,4806,16
"3881",3399,331,16
"3882",3399,5651,16
"3883",3401,3695,20
"3884",3402,3265,20
"3885",3403,3619,16
"3886",3404,1515,13
"3887",3405,2559,16
"3888",3406,3522,16
"3889",3407,713,16
"3890",3407,6169,16
"3891",3408,2923,16
"3892",3409,2651,16
"3893",3410,4618,16
"3894",3411,5201,16
"3895",3412,395,16
"3896",3412,1225,16
"3897",3413,155,16
"3898",3414,2736,16
"3899",3415,66,16
"3900",3415,71,16
"3901",3415,5031,16
"3902",3416,2888,16
"3903",3417,1373,16
"3904",3417,6181,16
"3905",3418,3048,20
"3906",3419,2784,16
"3907",3420,1427,16
"3908",3420,6284,16
"3909",3422,2201,20
"3910",3423,1670,16
"3911",3424,1798,16
"3912",3425,93,16
"3913",3427,2494,16
"3914",3428,3778,20
"3915",3429,581,16
"3916",3429,858,16
"3917",3430,3669,16
"3918",3431,2993,16
"3919",3432,3576,16
"3920",3433,2189,20
"3921",3435,2691,16
"3922",3436,3670,16
"3923",3437,1518,16
"3924",3438,3340,16
"3925",3439,3748,20
"3926",3440,4776,20
"3927",3441,3533,16
"3928",3443,2541,16
"3929",3444,1857,16
"3930",3445,4720,16
"3931",3446,5424,16
"3932",3446,6049,16
"3933",3447,3947,20
"3934",3448,3421,20
"3935",3449,243,16
"3936",3451,540,16
"3937",3452,3810,16
"3938",3453,2549,16
"3939",3454,1940,16
"3940",3455,4877,16
"3941",3456,2428,20
"3942",3457,1612,16
"3943",3458,1870,16
"3944",3459,4610,16
"3945",3460,5163,16
"3946",3461,5091,16
"3947",3461,5190,16
"3948",3462,1588,16
"3949",3463,4134,16
"3950",3464,2822,16
"3951",3464,14179,16
"3952",3466,1031,16
"3953",3466,6107,16
"3954",3467,3664,16
"3955",3468,3529,16
"3956",3469,2374,16
"3957",3471,1672,16
"3958",3472,3981,16
"3959",3473,5275,16
"3960",3475,3910,16
"3961",3476,3427,16
"3962",3476,4041,20
"3963",3477,4726,16
"3964",3478,3548,20
"3965",3479,3618,16
"3966",3480,4572,16
"3967",3481,327,16
"3968",3482,4284,16
"3969",3482,6308,16
"3970",3484,2687,16
"3971",3485,4470,16
"3972",3485,6262,16
"3973",3486,4779,16
"3974",3487,3005,16
"3975",3488,1661,16
"3976",3489,559,16
"3977",3489,905,16
"3978",3490,296,16
"3979",3491,3605,16
"3980",3492,3325,20
"3981",3493,2890,16
"3982",3494,609,16
"3983",3494,861,13
"3984",3495,2874,20
"3985",3495,3884,16
"3986",3496,110,16
"3987",3497,2215,16
"3988",3498,1546,16
"3989",3499,2329,16
"3990",3500,5107,16
"3991",3500,5959,16
"3992",3501,2199,16
"3993",3502,450,16
"3994",3504,4606,16
"3995",3505,5320,16
"3996",3506,3973,16
"3997",3507,2542,20
"3998",3508,1033,16
"3999",3508,6238,16
"4000",3509,2171,20
"4001",3509,2177,16
"4002",3510,2585,16
"4003",3511,1529,16
"4004",3512,2272,16
"4005",3513,5158,20
"4006",3514,4693,16
"4007",3515,2668,16
"4008",3516,3209,20
"4009",3517,3199,16
"4010",3518,4081,20
"4011",3519,4374,16
"4012",3519,6200,16
"4013",3520,3534,16
"4014",3521,4105,16
"4015",3522,4639,16
"4016",3523,2423,16
"4017",3524,712,16
"4018",3524,4410,16
"4019",3524,4495,16
"4020",3524,6199,16
"4021",3525,4429,16
"4022",3525,6147,16
"4023",3526,1710,16
"4024",3527,4117,16
"4025",3528,390,16
"4026",3528,1079,16
"4027",3529,2253,16
"4028",3530,3923,16
"4029",3530,4096,32
"4030",3531,631,16
"4031",3531,911,16
"4032",3532,638,16
"4033",3532,802,16
"4034",3533,4818,16
"4035",3534,4220,16
"4036",3535,3071,20
"4037",3536,442,20
"4038",3537,3386,16
"4039",3538,5156,16
"4040",3539,4666,20
"4041",3540,3880,16
"4042",3541,4143,16
"4043",3542,3077,16
"4044",3543,955,20
"4045",3543,959,16
"4046",3543,962,16
"4047",3543,963,16
"4048",3544,4685,16
"4049",3545,3277,16
"4050",3547,2659,16
"4051",3548,2403,16
"4052",3549,1733,16
"4053",3550,2314,16
"4054",3551,3624,16
"4055",3552,1756,16
"4056",3552,1896,16
"4057",3553,2412,16
"4058",3554,5295,16
"4059",3554,5851,16
"4060",3555,585,63
"4061",3555,868,16
"4062",3556,4574,16
"4063",3557,3203,20
"4064",3558,2705,16
"4065",3559,3784,20
"4066",3560,328,20
"4067",3561,1978,16
"4068",3562,3911,16
"4069",3563,420,16
"4070",3563,1130,16
"4071",3564,2200,16
"4072",3565,1806,16
"4073",3566,3493,16
"4074",3567,3090,16
"4075",3568,3326,20
"4076",3569,3657,16
"4077",3570,1438,16
"4078",3570,6253,16
"4079",3571,4667,16
"4080",3572,724,16
"4081",3572,806,16
"4082",3573,6065,13
"4083",3574,4281,16
"4084",3574,6317,16
"4085",3575,3671,20
"4086",3576,1723,16
"4087",3577,3721,16
"4088",3578,2322,16
"4089",3579,3974,16
"4090",3580,1358,16
"4091",3580,6102,16
"4092",3581,3807,16
"4093",3582,2984,16
"4094",3583,1969,16
"4095",3584,2859,16
"4096",3585,3814,20
"4097",3585,3815,16
"4098",3586,2138,20
"4099",3587,339,16
"4100",3588,2883,16
"4101",3589,946,16
"4102",3590,4810,16
"4103",3593,108,16
"4104",3594,2571,16
"4105",3595,16,16
"4106",3596,1757,16
"4107",3597,1623,16
"4108",3598,770,16
"4109",3598,817,16
"4110",3599,470,16
"4111",3599,1288,16
"4112",3600,73,16
"4113",3601,2015,16
"4114",3602,4529,16
"4115",3602,6309,16
"4116",3603,1959,16
"4117",3604,5167,16
"4118",3605,3221,16
"4119",3606,77,16
"4120",3607,3991,16
"4121",3608,326,16
"4122",3608,1103,16
"4123",3609,4604,20
"4124",3611,1926,16
"4125",3612,3843,16
"4126",3613,1303,16
"4127",3613,6124,13
"4128",3615,1551,16
"4129",3617,2662,16
"4130",3617,14167,16
"4131",3618,2861,16
"4132",3619,1995,16
"4133",3620,2489,16
"4134",3621,5308,16
"4135",3621,5358,16
"4136",3622,1583,16
"4137",3623,484,16
"4138",3623,1182,16
"4139",3624,3015,16
"4140",3625,3891,16
"4141",3626,119,16
"4142",3627,1873,16
"4143",3629,2175,32
"4144",3630,3567,16
"4145",3631,3885,16
"4146",3632,128,16
"4147",3633,1526,16
"4148",3634,186,16
"4149",3635,3497,16
"4150",3636,3202,16
"4151",3637,3264,20
"4152",3637,3275,20
"4153",3638,2426,16
"4154",3639,2142,20
"4155",3640,1380,16
"4156",3640,6167,13
"4157",3641,1929,16
"4158",3643,2469,16
"4159",3644,3429,16
"4160",3644,4199,20
"4161",3645,1934,16
"4162",3646,3446,16
"4163",3647,1634,16
"4164",3648,1190,16
"4165",3649,2384,16
"4166",3650,2425,16
"4167",3651,1021,16
"4168",3651,6164,16
"4169",3652,245,16
"4170",3653,2543,16
"4171",3654,3092,16
"4172",3655,172,16
"4173",3656,1030,16
"4174",3656,6274,13
"4175",3657,3138,16
"4176",3658,195,16
"4177",3659,754,16
"4178",3659,785,16
"4179",3660,2400,16
"4180",3661,2383,16
"4181",3662,2369,16
"4182",3663,1,16
"4183",3663,6328,16
"4184",3664,2622,16
"4185",3665,2262,16
"4186",3666,15,16
"4187",3667,2962,20
"4188",3668,2580,16
"4189",3669,2502,16
"4190",3670,1440,16
"4191",3670,6157,16
"4192",3671,5103,13
"4193",3672,4009,20
"4194",3673,564,16
"4195",3673,917,16
"4196",3674,1820,16
"4197",3675,2302,16
"4198",3676,3416,16
"4199",3677,2409,16
"4200",3678,5093,20
"4201",3678,5973,16
"4202",3679,2598,16
"4203",3680,4656,16
"4204",3682,5250,20
"4205",3683,174,16
"4206",3684,4588,16
"4207",3684,4960,16
"4208",3685,3886,16
"4209",3687,2522,16
"4210",3688,52,16
"4211",3688,58,16
"4212",3690,4704,16
"4213",3691,2693,16
"4214",3692,3329,16
"4215",3694,2454,16
"4216",3695,3047,16
"4217",3696,3737,20
"4218",3697,3917,16
"4219",3698,111,16
"4220",3699,4788,20
"4221",3700,3852,16
"4222",3701,5226,16
"4223",3702,4229,16
"4224",3703,3796,16
"4225",3704,1411,16
"4226",3704,6196,16
"4227",3706,1339,16
"4228",3706,6201,16
"4229",3707,2800,16
"4230",3708,4687,16
"4231",3709,5058,16
"4232",3709,5908,16
"4233",3710,160,16
"4234",3710,171,16
"4235",3711,2202,16
"4236",3713,3767,16
"4237",3714,2275,16
"4238",3715,3635,16
"4239",3716,558,16
"4240",3716,901,16
"4241",3717,1768,16
"4242",3718,4334,16
"4243",3718,6188,16
"4244",3719,3136,16
"4245",3720,2688,16
"4246",3721,4197,16
"4247",3722,2590,16
"4248",3723,4052,16
"4249",3724,4808,16
"4250",3725,82,16
"4251",3726,1511,16
"4252",3727,1352,16
"4253",3727,6112,16
"4254",3728,4094,20
"4255",3729,3248,16
"4256",3730,3269,20
"4257",3731,2435,16
"4258",3732,3129,16
"4259",3734,2064,16
"4260",3735,577,16
"4261",3735,795,16
"4262",3737,3391,16
"4263",3738,4615,16
"4264",3739,2179,20
"4265",3740,3919,20
"4266",3741,3733,16
"4267",3742,3713,16
"4268",3743,2671,16
"4269",3743,14168,16
"4270",3744,3338,20
"4271",3745,461,16
"4272",3745,523,16
"4273",3745,1264,16
"4274",3746,59,16
"4275",3747,14466,16
"4276",3748,378,16
"4277",3748,1241,16
"4278",3749,1598,16
"4279",3750,2574,16
"4280",3751,4777,16
"4281",3753,1899,16
"4282",3754,228,16
"4283",3755,253,16
"4284",3756,651,16
"4285",3756,797,16
"4286",3757,3712,20
"4287",3758,4212,16
"4288",3760,4637,16
"4289",3761,1696,16
"4290",3763,2491,20
"4291",3765,336,16
"4292",3766,210,16
"4293",3767,4472,16
"4294",3767,6254,16
"4295",3768,2936,16
"4296",3769,4691,20
"4297",3770,3380,20
"4298",3771,3014,16
"4299",3772,2679,32
"4300",3773,1932,16
"4301",3774,3392,16
"4302",3775,4873,16
"4303",3776,3827,16
"4304",3777,2630,20
"4305",3778,3887,16
"4306",3779,3674,16
"4307",3780,1989,16
"4308",3781,729,16
"4309",3781,848,16
"4310",3782,4060,16
"4311",3784,4609,20
"4312",3785,371,16
"4313",3785,432,16
"4314",3786,3531,16
"4315",3787,266,16
"4316",3788,2461,16
"4317",3789,4584,16
"4318",3790,1886,16
"4319",3791,1892,16
"4320",3792,3495,16
"4321",3793,508,16
"4322",3793,1256,16
"4323",3794,5324,16
"4324",3794,5920,16
"4325",3795,2418,16
"4326",3796,1843,16
"4327",3797,3088,16
"4328",3798,2415,16
"4329",3799,265,16
"4330",3800,5267,16
"4331",3800,5893,16
"4332",3801,3834,16
"4333",3801,3835,16
"4334",3802,1307,16
"4335",3802,6171,16
"4336",3803,3579,16
"4337",3804,1943,16
"4338",3805,3208,20
"4339",3806,3524,16
"4340",3807,3292,16
"4341",3808,3224,16
"4342",3809,1002,16
"4343",3809,6326,13
"4344",3810,3114,16
"4345",3811,1337,16
"4346",3811,1504,16
"4347",3811,6100,13
"4348",3811,6276,16
"4349",3812,4340,16
"4350",3812,6318,16
"4351",3813,104,16
"4352",3814,3297,16
"4353",3815,3229,16
"4354",3816,3143,16
"4355",3817,3124,16
"4356",3818,2857,16
"4357",3819,599,16
"4358",3819,916,16
"4359",3820,2249,16
"4360",3821,1391,16
"4361",3821,6054,16
"4362",3822,3772,16
"4363",3823,4365,16
"4364",3823,6154,16
"4365",3824,5054,16
"4366",3825,1863,16
"4367",3826,1596,16
"4368",3827,166,16
"4369",3828,1750,16
"4370",3829,1016,16
"4371",3829,6252,16
"4372",3830,1862,16
"4373",3831,4857,16
"4374",3832,1890,16
"4375",3833,3235,16
"4376",3834,3167,16
"4377",3835,3983,20
"4378",3836,1730,16
"4379",3837,1317,16
"4380",3837,6240,16
"4381",3838,2809,16
"4382",3839,2649,16
"4383",3840,217,16
"4384",3842,1006,16
"4385",3842,6053,16
"4386",3843,1421,16
"4387",3843,6055,16
"4388",3844,1939,16
"4389",3845,170,16
"4390",3846,4077,20
"4391",3847,4689,20
"4392",3848,3966,16
"4393",3849,2350,16
"4394",3849,4018,16
"4395",3850,5273,16
"4396",3850,5915,16
"4397",3851,2839,20
"4398",3851,14171,16
"4399",3852,1968,16
"4400",3853,254,16
"4401",3853,932,16
"4402",3854,3607,16
"4403",3855,444,16
"4404",3856,2765,16
"4405",3857,1835,16
"4406",3858,894,16
"4407",3858,1347,16
"4408",3859,184,16
"4409",3860,2286,16
"4410",3861,2672,16
"4411",3862,3569,16
"4412",3862,5617,16
"4413",3863,2353,16
"4414",3864,3990,16
"4415",3865,1364,16
"4416",3865,6293,16
"4417",3866,3168,16
"4418",3869,2488,16
"4419",3870,4171,16
"4420",3871,3620,16
"4421",3872,1668,16
"4422",3873,1827,16
"4423",3874,4849,16
"4424",3876,1573,16
"4425",3877,2416,20
"4426",3878,198,16
"4427",3879,6297,16
"4428",3880,1557,16
"4429",3880,14132,16
"4430",3881,3765,16
"4431",3882,2186,16
"4432",3883,3691,16
"4433",3884,3460,16
"4434",3885,4778,16
"4435",3886,113,16
"4436",3887,1848,16
"4437",3888,2466,16
"4438",3889,4457,16
"4439",3889,6187,16
"4440",3890,1597,16
"4441",3891,1846,16
"4442",3892,1938,16
"4443",3895,3617,16
"4444",3896,5169,16
"4445",3896,5822,16
"4446",3897,3795,20
"4447",3898,3525,16
"4448",3899,3730,16
"4449",3900,2568,16
"4450",3901,2243,16
"4451",3902,2497,16
"4452",3903,2180,20
"4453",3904,578,16
"4454",3904,800,16
"4455",3905,3137,16
"4456",3906,1414,16
"4457",3906,6225,13
"4458",3908,3339,20
"4459",3909,736,16
"4460",3909,788,16
"4461",3910,4642,20
"4462",3911,3166,16
"4463",3912,2920,16
"4464",3913,3783,32
"4465",3914,28,16
"4466",3915,705,16
"4467",3915,798,16
"4468",3916,4878,16
"4469",3917,3945,20
"4470",3918,5231,16
"4471",3919,2698,20
"4472",3920,4366,16
"4473",3920,6216,16
"4474",3921,1964,16
"4475",3922,2895,16
"4476",3923,1336,16
"4477",3923,6123,16
"4478",3924,136,16
"4479",3925,3226,20
"4480",3926,3142,16
"4481",3928,569,16
"4482",3928,6206,16
"4483",3929,4125,16
"4484",3930,5330,16
"4485",3931,2746,20
"4486",3932,3700,16
"4487",3933,4734,16
"4488",3934,2197,16
"4489",3935,3585,16
"4490",3936,3654,20
"4491",3937,2879,20
"4492",3938,1994,16
"4493",3939,2321,16
"4494",3940,1593,16
"4495",3941,628,16
"4496",3941,871,16
"4497",3942,580,16
"4498",3942,799,16
"4499",3943,1719,16
"4500",3944,1416,16
"4501",3944,6071,16
"4502",3945,2789,16
"4503",3947,4347,16
"4504",3947,6117,16
"4505",3948,3969,16
"4506",3949,834,16
"4507",3949,1457,16
"4508",3950,1795,16
"4509",3951,2565,20
"4510",3953,4738,16
"4511",3954,4459,16
"4512",3954,6265,16
"4513",3955,3018,16
"4514",3956,3496,16
"4515",3957,3882,16
"4516",3957,14169,16
"4517",3958,2967,16
"4518",3959,3518,16
"4519",3960,2443,16
"4520",3961,225,13
"4521",3962,448,16
"4522",3963,2523,16
"4523",3964,1587,16
"4524",3965,36,16
"4525",3966,4458,16
"4526",3966,6116,16
"4527",3967,2289,16
"4528",3968,4867,16
"4529",3969,741,16
"4530",3969,863,20
"4531",3970,3782,16
"4532",3971,1515,16
"4533",3973,2,16
"4534",3974,5154,16
"4535",3975,1936,16
"4536",3977,3863,16
"4537",3978,4724,20
"4538",3979,3103,16
"4539",3980,3864,16
"4540",3981,5206,16
"4541",3981,5863,16
"4542",3982,177,16
"4543",3983,1732,16
"4544",3986,3378,20
"4545",3987,3343,20
"4546",3988,2486,16
"4547",3989,1527,16
"4548",3989,1708,16
"4549",3991,2260,16
"4550",3992,3847,16
"4551",3993,1484,16
"4552",3995,639,16
"4553",3995,1268,16
"4554",3996,4871,16
"4555",3998,5290,16
"4556",3999,3564,16
"4557",4000,3020,16
"4558",4001,1987,16
"4559",4002,2998,16
"4560",4003,3685,16
"4561",4004,3254,20
"4562",4005,1482,16
"4563",4005,6202,16
"4564",4006,2448,16
"4565",4007,2481,16
"4566",4008,4825,16
"4567",4010,3033,16
"4568",4011,4746,16
"4569",4012,4990,16
"4570",4013,35,16
"4571",4014,9,16
"4572",4015,4576,16
"4573",4016,1759,16
"4574",4017,1727,16
"4575",4018,2397,16
"4576",4019,3811,20
"4577",4020,3158,16
"4578",4021,3188,16
"4579",4022,5086,16
"4580",4023,294,16
"4581",4024,1900,16
"4582",4025,2154,16
"4583",4026,14460,16
"4584",4027,21,16
"4585",4028,644,16
"4586",4028,869,16
"4587",4030,679,16
"4588",4030,819,16
"4589",4031,3393,20
"4590",4032,3046,16
"4591",4033,40,16
"4592",4034,1796,16
"4593",4035,2355,16
"4594",4036,2470,16
"4595",4037,2959,16
"4596",4038,1779,16
"4597",4039,2567,16
"4598",4040,2639,16
"4599",4041,4987,16
"4600",4042,383,16
"4601",4042,922,16
"4602",4044,13,16
"4603",4045,2464,16
"4604",4045,2476,16
"4605",4045,3959,20
"4606",4047,3771,20
"4607",4048,3039,16
"4608",4049,4109,16
"4609",4050,1801,16
"4610",4051,2564,16
"4611",4052,4469,16
"4612",4052,6121,13
"4613",4053,3345,20
"4614",4054,2702,16
"4615",4055,3853,16
"4616",4056,2858,16
"4617",4057,34,16
"4618",4058,2725,16
"4619",4061,2420,16
"4620",4061,14144,13
"4621",4062,2028,16
"4622",4063,3227,20
"4623",4064,2817,16
"4624",4064,2827,16
"4625",4065,557,16
"4626",4065,1174,16
"4627",4066,3404,20
"4628",4067,4653,20
"4629",4069,3527,16
"4630",4070,3738,16
"4631",4071,1516,16
"4632",4072,2538,16
"4633",4073,3832,16
"4634",4073,3833,16
"4635",4074,3198,16
"4636",4074,4191,16
"4637",4075,220,20
"4638",4076,2482,20
"4639",4077,1400,16
"4640",4077,6182,16
"4641",4078,2274,16
"4642",4079,3559,16
"4643",4080,3881,16
"4644",4080,14149,16
"4645",4080,14184,16
"4646",4082,2708,20
"4647",4083,2027,16
"4648",4084,2694,16
"4649",4084,2833,16
"4650",4085,4654,20
"4651",4086,3396,20
"4652",4087,3239,16
"4653",4089,2996,16
"4654",4090,1420,16
"4655",4090,6263,16
"4656",4092,1703,16
"4657",4093,4008,16
"4658",4094,2779,16
"4659",4095,1976,16
"4660",4096,357,16
"4661",4097,365,16
"4662",4098,394,16
"4663",4099,439,16
"4664",4100,459,16
"4665",4101,539,16
"4666",4102,335,16
"4667",4103,533,16
"4668",4104,325,16
"4669",4105,454,16
"4670",4106,407,16
"4671",4107,393,16
"4672",4108,458,16
"4673",4109,350,16
"4674",4110,536,16
"4675",4111,318,16
"4676",4112,532,16
"4677",4113,988,16
"4678",4114,418,16
"4679",4115,315,16
"4680",4116,385,16
"4681",4117,431,16
"4682",4118,456,16
"4683",4119,441,16
"4684",4120,524,16
"4685",4121,1005,16
"4686",4121,6119,16
"4687",4122,422,16
"4688",4123,452,16
"4689",4124,433,16
"4690",4125,391,16
"4691",4126,392,16
"4692",4127,436,16
"4693",4127,986,16
"4694",4128,430,16
"4695",4129,312,16
"4696",4130,321,16
"4697",4131,349,16
"4698",4132,314,16
"4699",4133,445,16
"4700",4134,347,16
"4701",4135,446,16
"4702",4136,4882,16
"4703",4137,4879,16
"4704",4138,4770,20
"4705",4139,4896,16
"4706",4140,4888,20
"4707",4141,4892,16
"4708",4142,4889,16
"4709",4148,542,16
"4710",4157,387,16
"4711",4162,286,16
"4712",4168,247,16
"4713",4181,527,16
"4714",4193,290,16
"4715",4202,520,16
"4716",4209,538,16
"4717",4211,338,16
"4718",4213,291,16
"4719",4222,227,16
"4720",4223,529,16
"4721",4236,517,16
"4722",4236,5695,16
"4723",4267,521,16
"4724",4267,5692,16
"4725",4270,287,16
"4726",4271,289,16
"4727",4274,519,16
"4728",4274,5696,16
"4729",4285,525,16
"4730",4290,4923,16
"4731",4291,4885,16
"4732",4292,4910,16
"4733",4293,4924,16
"4734",4294,4905,16
"4735",4295,4161,16
"4736",4296,4176,16
"4737",4297,4180,16
"4738",4298,4149,20
"4739",4299,4137,16
"4740",4300,4158,16
"4741",4301,4156,16
"4742",4302,4163,16
"4743",4303,4160,16
"4744",4304,2336,20
"4745",4305,4131,16
"4746",4306,4115,16
"4747",4307,3521,16
"4748",4308,5136,16
"4749",4308,6017,16
"4750",4309,5343,16
"4751",4309,6013,16
"4752",4310,5345,16
"4753",4310,6021,16
"4754",4311,5349,16
"4755",4311,6014,16
"4756",4312,5139,16
"4757",4312,5981,16
"4758",4313,5137,16
"4759",4313,6027,20
"4760",4314,5138,16
"4761",4314,6001,20
"4762",4315,5346,16
"4763",4316,5344,16
"4764",4317,4906,16
"4765",4318,4917,20
"4766",4319,4915,16
"4767",4320,4919,16
"4768",4321,4900,16
"4769",4322,4901,16
"4770",4323,4920,16
"4771",4324,4907,16
"4772",4325,4929,16
"4773",4326,4911,16
"4774",4327,4909,16
"4775",4328,4934,16
"4776",4329,4921,16
"4777",4330,4912,16
"4778",4332,1579,16
"4779",4336,2020,16
"4780",4337,1550,16
"4781",4339,1667,16
"4782",4343,1850,16
"4783",4346,1674,16
"4784",4349,2025,16
"4785",4352,1617,16
"4786",4356,1728,16
"4787",4356,1731,16
"4788",4359,1817,16
"4789",4360,1655,16
"4790",4362,2012,16
"4791",4363,1622,16
"4792",4365,2051,20
"4793",4367,1764,16
"4794",4370,2055,16
"4795",4371,1995,16
"4796",4374,2011,16
"4797",4375,2001,16
"4798",4376,1813,16
"4799",4379,2068,16
"4800",4380,479,16
"4801",4381,475,16
"4802",4381,1450,16
"4803",4382,497,16
"4804",4383,483,16
"4805",4383,687,16
"4806",4384,148,16
"4807",4385,473,16
"4808",4386,348,16
"4809",4387,472,16
"4810",4388,406,16
"4811",4388,686,16
"4812",4389,498,16
"4813",4390,405,16
"4814",4391,411,16
"4815",4392,488,16
"4816",4393,476,16
"4817",4394,403,16
"4818",4395,474,16
"4819",4396,404,16
"4820",4396,5718,16
"4821",4397,457,16
"4822",4397,5429,16
"4823",4398,310,16
"4824",4398,1022,16
"4825",4402,2018,16
"4826",4403,281,16
"4827",4403,14114,16
"4828",4403,14466,16
"4829",4404,2058,16
"4830",4405,462,16
"4831",4406,342,16
"4832",4407,453,16
"4833",4408,487,16
"4834",4409,2062,16
"4835",4410,513,16
"4836",4411,333,16
"4837",4412,1957,13
"4838",4413,993,16
"4839",4414,2066,16
"4840",4415,271,16
"4841",4415,14115,16
"4842",4416,323,16
"4843",4417,506,16
"4844",4418,1952,16
"4845",4419,504,16
"4846",4420,2069,16
"4847",4421,503,16
"4848",4422,304,16
"4849",4423,500,16
"4850",4424,531,16
"4851",4425,2071,16
"4852",4426,522,16
"4853",4427,2061,16
"4854",4428,292,16
"4855",4429,2060,16
"4856",4430,274,16
"4857",4430,14118,16
"4858",4430,14462,16
"4859",4431,485,16
"4860",4432,496,16
"4861",4433,2049,16
"4862",4434,1950,16
"4863",4435,501,16
"4864",4436,477,16
"4865",4437,297,16
"4866",4438,486,16
"4867",4439,541,16
"4868",4440,528,16
"4869",4441,1655,16
"4870",4441,2070,16
"4871",4442,502,16
"4872",4443,2050,16
"4873",4444,535,16
"4874",4444,5649,13
"4875",4445,2026,16
"4876",4446,202,16
"4877",4447,530,16
"4878",4448,2054,16
"4879",4449,515,16
"4880",4450,516,16
"4881",4450,5655,16
"4882",4451,337,16
"4883",4452,2067,16
"4884",4453,272,16
"4885",4453,14117,16
"4886",4454,282,16
"4887",4454,14121,16
"4888",4455,514,20
"4889",4456,526,16
"4890",4458,534,16
"4891",4459,518,16
"4892",4460,345,16
"4893",4461,455,16
"4894",4462,463,16
"4895",4463,293,16
"4896",4464,4954,16
"4897",4465,4949,16
"4898",4466,4947,16
"4899",4467,4890,16
"4900",4468,4836,16
