"","Location_skey","ChargePoint_skey","def_ampere"
"1354",1145,3030,16
"1355",1146,1975,16
"1356",1147,231,16
"1357",1148,2904,16
"1358",1149,3948,16
"1359",1150,552,16
"1360",1150,833,16
"1361",1151,192,16
"1362",1152,616,16
"1363",1152,876,16
"1364",1153,2534,16
"1365",1154,2783,20
"1366",1155,1306,16
"1367",1155,6057,16
"1368",1157,2307,16
"1369",1158,3230,16
"1370",1159,1602,16
"1371",1160,4845,16
"1372",1161,2692,16
"1373",1162,4563,16
"1374",1163,5204,16
"1375",1163,5859,16
"1376",1164,4856,16
"1377",1165,5332,16
"1378",1165,5933,16
"1379",1166,4051,16
"1380",1167,5297,16
"1381",1167,5925,16
"1382",1168,2983,16
"1383",1169,3556,16
"1384",1170,6113,16
"1385",1171,51,16
"1386",1172,1673,16
"1387",1172,8176,16
"1388",1172,8178,16
"1389",1173,3539,16
"1390",1174,2324,16
"1391",1175,4751,16
"1392",1176,1384,16
"1393",1176,6056,16
"1394",1177,3584,16
"1395",1178,1907,16
"1396",1179,1993,16
"1397",1180,4688,16
"1398",1181,2626,16
"1399",1182,1789,16
"1400",1183,3878,16
"1401",1184,3760,16
"1402",1185,236,16
"1403",1186,2236,16
"1404",1187,3419,16
"1405",1188,2715,20
"1406",1189,4596,16
"1407",1190,5264,16
"1408",1190,5880,16
"1409",1191,4895,16
"1410",1193,1453,16
"1411",1193,6211,13
"1412",1194,3781,20
"1413",1195,3798,20
"1414",1196,5279,16
"1415",1196,5865,16
"1416",1197,2656,16
"1417",1197,14148,16
"1418",1198,2812,16
"1419",1198,14186,13
"1420",1199,2885,16
"1421",1200,4675,16
"1422",1201,3587,16
"1423",1202,3595,16
"1424",1203,711,16
"1425",1203,6142,16
"1426",1204,255,16
"1427",1205,2843,20
"1428",1206,341,16
"1429",1208,699,16
"1430",1208,898,16
"1431",1209,2563,16
"1432",1211,1399,16
"1433",1211,6144,16
"1434",1212,4690,32
"1435",1212,4745,13
"1436",1213,3535,16
"1437",1214,2588,16
"1438",1215,1961,16
"1439",1217,1895,16
"1440",1218,2753,16
"1441",1219,2950,16
"1442",1220,158,16
"1443",1221,3397,20
"1444",1222,2813,16
"1445",1223,5009,16
"1446",1223,5012,16
"1447",1223,5013,16
"1448",1224,3541,16
"1449",1225,2732,20
"1450",1225,14180,16
"1451",1226,3663,16
"1452",1227,3031,16
"1453",1228,129,16
"1454",1228,1466,16
"1455",1229,3414,16
"1456",1230,1375,16
"1457",1230,6227,13
"1458",1231,2052,16
"1459",1232,4852,16
"1460",1233,4768,16
"1461",1234,2862,20
"1462",1236,3470,16
"1463",1237,1721,16
"1464",1238,1876,16
"1465",1239,3726,32
"1466",1240,1893,16
"1467",1241,2830,16
"1468",1241,14154,20
"1469",1242,4802,20
"1470",1243,1919,16
"1471",1245,2937,16
"1472",1246,303,16
"1473",1247,1780,16
"1474",1248,5173,16
"1475",1249,2648,20
"1476",1250,604,16
"1477",1250,844,16
"1478",1251,2863,16
"1479",1252,105,16
"1480",1253,159,16
"1481",1254,2247,16
"1482",1255,3112,16
"1483",1256,5039,16
"1484",1257,2801,16
"1485",1258,772,16
"1486",1258,786,16
"1487",1259,4643,16
"1488",1260,2737,16
"1489",1261,3241,16
"1490",1262,2924,16
"1491",1263,14462,16
"1492",1264,2856,16
"1493",1264,2866,16
"1494",1265,3586,16
"1495",1266,2394,16
"1496",1267,2838,16
"1497",1267,14174,16
"1498",1268,2788,16
"1499",1269,1725,16
"1500",1270,735,16
"1501",1270,804,16
"1502",1271,3824,16
"1503",1271,3825,16
"1504",1272,4624,16
"1505",1273,4790,16
"1506",1274,208,16
"1507",1275,3632,16
"1508",1276,3096,16
"1509",1277,3278,16
"1510",1278,3116,16
"1511",1279,2605,16
"1512",1280,2704,16
"1513",1281,5130,16
"1514",1282,3546,16
"1515",1283,6149,16
"1516",1284,5328,16
"1517",1284,5942,16
"1518",1286,2211,16
"1519",1288,1853,16
"1520",1289,14,16
"1521",1290,2912,16
"1522",1291,3979,16
"1523",1292,1765,16
"1524",1295,3207,16
"1525",1296,3322,20
"1526",1297,1841,16
"1527",1298,4780,16
"1528",1299,4771,16
"1529",1300,589,16
"1530",1300,909,16
"1531",1300,5732,16
"1532",1301,3941,16
"1533",1302,2919,16
"1534",1303,176,16
"1535",1304,3682,16
"1536",1305,2678,20
"1537",1305,3304,16
"1538",1306,2517,16
"1539",1307,2513,16
"1540",1308,3791,16
"1541",1309,1366,16
"1542",1309,6246,16
"1543",1310,601,16
"1544",1310,855,16
"1545",1311,2749,16
"1546",1312,3177,16
"1547",1313,4513,16
"1548",1313,6174,16
"1549",1314,3037,16
"1550",1315,4058,32
"1551",1316,2642,16
"1552",1317,3469,16
"1553",1318,468,16
"1554",1318,903,16
"1555",1319,2970,16
"1556",1319,2973,16
"1557",1320,2674,16
"1558",1321,2680,16
"1559",1322,2850,16
"1560",1323,1374,16
"1561",1323,6165,16
"1562",1324,1824,16
"1563",1325,5271,16
"1564",1325,5897,16
"1565",1326,142,16
"1566",1327,1690,16
"1567",1328,3344,20
"1568",1329,4703,16
"1569",1330,447,16
"1570",1331,607,16
"1571",1331,845,16
"1572",1332,3144,20
"1573",1333,5190,16
"1574",1334,1718,16
"1575",1335,707,16
"1576",1335,783,16
"1577",1336,1512,16
"1578",1336,1750,16
"1579",1338,554,16
"1580",1338,1158,16
"1581",1339,2168,20
"1582",1340,4029,16
"1583",1341,1426,16
"1584",1341,6185,16
"1585",1342,1531,16
"1586",1343,625,16
"1587",1343,835,16
"1588",1344,887,16
"1589",1344,1456,16
"1590",1346,2624,20
"1591",1347,3892,16
"1592",1348,189,20
"1593",1349,593,16
"1594",1349,914,16
"1595",1350,3753,16
"1596",1351,1565,16
"1597",1352,4038,16
"1598",1353,4886,16
"1599",1355,4670,20
"1600",1356,4227,16
"1601",1357,4088,20
"1602",1358,5193,16
"1603",1358,5852,16
"1604",1359,3550,16
"1605",1360,1861,16
"1606",1361,2617,16
"1607",1362,2173,16
"1608",1363,2325,16
"1609",1364,752,16
"1610",1364,870,16
"1611",1365,2185,16
"1612",1366,134,16
"1613",1367,4028,16
"1614",1368,3223,16
"1615",1370,8,16
"1616",1371,2309,16
"1617",1372,2592,16
"1618",1373,3862,16
"1619",1374,2958,16
"1620",1376,4145,16
"1621",1377,1365,16
"1622",1377,6255,16
"1623",1378,4030,20
"1624",1379,1349,16
"1625",1379,6175,16
"1626",1380,5337,16
"1627",1382,3797,20
"1628",1383,3466,16
"1629",1384,5176,16
"1630",1385,4114,16
"1631",1386,3849,20
"1632",1387,3790,16
"1633",1388,4862,16
"1634",1389,4765,16
"1635",1390,3121,16
"1636",1391,3515,16
"1637",1392,3394,20
"1638",1393,3688,16
"1639",1394,3395,20
"1640",1395,4823,16
"1641",1395,4824,16
"1642",1396,5069,16
"1643",1396,5090,16
"1644",1396,5104,16
"1645",1396,5141,16
"1646",1396,5350,16
"1647",1396,5351,13
"1648",1397,3179,16
"1649",1397,5616,16
"1650",1398,3501,16
"1651",1399,5056,16
"1652",1399,5935,16
"1653",1400,2531,20
"1654",1402,2209,16
"1655",1403,4065,16
"1656",1404,3455,16
"1657",1405,5055,16
"1658",1405,5918,16
"1659",1406,118,16
"1660",1407,1442,16
"1661",1407,6159,13
"1662",1408,2419,16
"1663",1409,3402,16
"1664",1410,1635,16
"1665",1411,4770,16
"1666",1412,230,16
"1667",1413,2431,20
"1668",1414,3389,20
"1669",1415,3560,16
"1670",1416,397,16
"1671",1416,1134,16
"1672",1417,3105,16
"1673",1418,5365,16
"1674",1419,2257,16
"1675",1420,1748,16
"1676",1421,11,16
"1677",1422,3490,16
"1678",1423,3249,16
"1679",1424,3904,20
"1680",1425,229,16
"1681",1426,3418,16
"1682",1427,1568,16
"1683",1428,2241,16
"1684",1429,201,16
"1685",1430,4363,16
"1686",1430,6085,16
"1687",1431,6323,16
"1688",1433,3050,16
"1689",1434,1811,16
"1690",1435,5216,32
"1691",1435,5834,32
"1692",1436,3802,16
"1693",1437,1874,16
"1694",1437,5623,16
"1695",1438,3856,16
"1696",1439,2767,16
"1697",1440,2927,16
"1698",1441,4677,16
"1699",1442,4196,16
"1700",1443,3312,16
"1701",1444,3415,16
"1702",1445,2544,16
"1703",1446,624,16
"1704",1446,837,16
"1705",1447,3933,20
"1706",1449,438,16
"1707",1449,981,16
"1708",1450,1815,16
"1709",1451,2710,16
"1710",1452,4219,16
"1711",1453,3971,16
"1712",1454,3348,16
"1713",1454,14395,16
"1714",1454,14405,16
"1715",1455,2234,20
"1716",1456,6285,16
"1717",1457,379,16
"1718",1457,1106,16
"1719",1457,1340,16
"1720",1458,3131,16
"1721",1459,2689,16
"1722",1460,3356,20
"1723",1461,2525,16
"1724",1462,4157,20
"1725",1463,4393,16
"1726",1463,6280,16
"1727",1464,45,16
"1728",1467,1898,16
"1729",1468,203,16
"1730",1469,676,16
"1731",1469,862,16
"1732",1470,2421,16
"1733",1472,2162,16
"1734",1473,3145,16
"1735",1474,267,16
"1736",1474,1292,16
"1737",1475,3648,16
"1738",1476,85,16
"1739",1477,1869,16
"1740",1478,6,16
"1741",1479,1829,16
"1742",1480,4,16
"1743",1480,5700,16
"1744",1481,1901,16
"1745",1483,2955,16
"1746",1484,2261,16
"1747",1485,4335,16
"1748",1485,6073,16
"1749",1487,1744,16
"1750",1488,2165,20
"1751",1489,2422,16
"1752",1490,4216,16
"1753",1491,1248,16
"1754",1492,952,16
"1755",1493,211,16
"1756",1494,382,16
"1757",1494,1114,16
"1758",1495,2865,16
"1759",1496,4833,16
"1760",1497,3176,16
"1761",1498,3303,20
"1762",1499,4141,16
"1763",1500,4011,16
"1764",1501,3110,16
"1765",1502,1921,16
"1766",1503,2634,16
"1767",1504,2591,16
"1768",1505,5240,16
"1769",1505,5366,16
"1770",1506,4766,16
"1771",1507,4752,20
"1772",1508,1865,16
"1773",1509,1840,16
"1774",1510,5422,16
"1775",1510,6060,16
"1776",1511,1847,16
"1777",1511,2133,16
"1778",1511,14136,16
"1779",1512,4716,20
"1780",1513,5150,16
"1781",1515,2303,16
"1782",1515,2312,16
"1783",1515,3686,20
"1784",1516,1353,16
"1785",1516,6067,16
"1786",1517,4804,16
"1787",1518,1986,16
"1788",1519,408,16
"1789",1520,2460,16
"1790",1521,1842,16
"1791",1522,1387,16
"1792",1522,6290,16
"1793",1523,2495,16
"1794",1524,95,16
"1795",1525,410,16
"1796",1526,2404,20
"1797",1528,2703,20
"1798",1530,3901,16
"1799",1531,2216,20
"1800",1533,2553,16
"1801",1534,2498,16
"1802",1536,232,16
"1803",1537,3806,16
"1804",1538,1775,16
"1805",1539,5214,16
"1806",1540,3238,20
"1807",1541,3334,20
"1808",1542,3995,16
"1809",1543,1692,16
"1810",1544,1318,16
"1811",1544,4282,16
"1812",1544,6105,16
"1813",1544,6278,16
"1814",1545,4749,16
"1815",1546,3064,16
"1816",1547,4590,16
"1817",1548,2161,16
"1818",1549,2335,16
"1819",1550,3729,16
"1820",1551,3728,20
"1821",1553,3665,20
"1822",1554,3779,16
"1823",1555,50,16
"1824",1556,4561,20
"1825",1557,1425,16
"1826",1557,6070,13
"1827",1558,2483,20
"1828",1559,3727,16
"1829",1560,5105,16
"1830",1560,5976,16
"1831",1561,2252,16
"1832",1562,3928,16
"1833",1563,3989,16
"1834",1564,1576,16
"1835",1565,306,16
"1836",1566,2869,16
"1837",1567,560,16
"1838",1567,875,16
"1839",1568,3283,20
"1840",1569,3007,16
"1841",1570,2685,20
"1842",1571,3034,16
"1843",1572,2799,16
"1844",1573,4819,16
"1845",1574,4338,16
"1846",1574,6223,16
"1847",1575,1923,16
"1848",1576,3775,20
"1849",1577,1455,16
"1850",1577,6179,16
"1851",1578,5097,16
"1852",1579,3865,16
"1853",1580,2872,20
"1854",1581,2771,20
"1855",1583,2323,16
"1856",1584,669,16
"1857",1584,884,16
"1858",1585,2024,16
"1859",1586,759,16
"1860",1586,867,20
"1861",1587,1406,16
"1862",1587,6090,16
"1863",1588,3245,20
"1864",1589,167,16
"1865",1590,2764,20
"1866",1591,3274,16
"1867",1592,27,16
"1868",1593,1356,16
"1869",1593,6120,16
"1870",1594,3793,20
"1871",1595,3019,16
"1872",1596,5315,16
"1873",1597,2860,16
"1874",1598,4638,16
"1875",1599,3820,16
"1876",1599,3821,16
"1877",1600,3049,16
"1878",1601,3653,16
"1879",1602,1601,16
"1880",1603,2566,16
"1881",1604,2794,16
"1882",1605,4557,16
"1883",1606,1818,16
"1884",1606,2052,16
"1885",1607,3082,16
"1886",1608,388,16
"1887",1608,1276,16
"1888",1609,3530,16
"1889",1610,5313,16
"1890",1610,5941,16
"1891",1611,4414,16
"1892",1611,6130,16
"1893",1612,3718,20
"1894",1613,24,16
"1895",1614,2943,16
"1896",1615,2385,16
"1897",1616,1424,16
"1898",1616,6156,16
"1899",1617,3909,32
"1900",1618,4430,16
"1901",1618,6050,16
"1902",1619,3381,20
"1903",1620,2290,16
"1904",1621,3183,16
"1905",1622,185,16
"1906",1623,3965,16
"1907",1624,4226,16
"1908",1624,5573,13
"1909",1625,1487,16
"1910",1625,6149,16
"1911",1626,49,16
"1912",1627,1722,16
"1913",1628,2989,16
"1914",1629,2348,16
"1915",1630,2313,16
"1916",1631,3651,16
"1917",1633,2594,16
"1918",1634,26,16
"1919",1635,53,16
"1920",1636,2327,16
"1921",1637,1799,16
"1922",1638,3200,16
"1923",1639,3937,16
"1924",1640,3444,20
"1925",1641,3803,16
"1926",1642,2707,16
"1927",1643,1543,16
"1928",1644,1825,16
"1929",1645,362,16
"1930",1646,3507,16
"1931",1648,1611,16
"1932",1649,3091,16
"1933",1650,4354,16
"1934",1650,6045,16
"1935",1651,4791,16
"1936",1652,1402,16
"1937",1652,6305,16
"1938",1653,2320,16
"1939",1655,2569,16
"1940",1656,3398,16
"1941",1657,2176,20
"1942",1658,5368,16
"1943",1658,5898,16
"1944",1659,5336,16
"1945",1659,5917,16
"1946",1660,4591,16
"1947",1661,548,16
"1948",1661,1217,16
"1949",1662,3125,16
"1950",1663,17,16
"1951",1664,4699,16
"1952",1665,2242,16
"1953",1666,703,16
"1954",1666,789,16
"1955",1667,3155,16
"1956",1668,3284,16
"1957",1669,2855,16
"1958",1670,2972,16
"1959",1671,2195,16
"1960",1672,1024,16
"1961",1672,6109,13
"1962",1673,175,20
"1963",1674,91,16
"1964",1675,1729,16
"1965",1676,4861,16
"1966",1677,1819,16
"1967",1678,2848,16
"1968",1679,3190,16
"1969",1680,98,16
"1970",1681,2546,16
"1971",1682,612,16
"1972",1682,839,16
"1973",1683,3388,20
"1974",1684,3476,16
"1975",1685,412,16
"1976",1686,1777,16
"1977",1687,1909,16
"1978",1688,4671,16
"1979",1689,2414,16
"1980",1689,2519,16
"1981",1690,399,16
"1982",1690,4355,16
"1983",1691,2297,16
"1984",1692,3488,16
"1985",1693,4460,16
"1986",1693,6104,16
"1987",1694,4646,16
"1988",1695,4013,16
"1989",1696,460,16
"1990",1696,1071,32
"1991",1697,1911,16
"1992",1698,3332,20
"1993",1699,3716,20
"1994",1700,5053,16
"1995",1700,5953,16
"1996",1701,1812,16
"1997",1702,2405,16
"1998",1704,3551,16
"1999",1705,2334,20
"2000",1706,368,16
"2001",1707,3492,16
"2002",1708,162,16
"2003",1708,1475,16
"2004",1708,5751,16
"2005",1709,3029,16
"2006",1710,3233,16
"2007",1710,3236,16
"2008",1711,3234,20
"2009",1711,3237,16
"2010",1712,1367,16
"2011",1712,6062,16
"2012",1713,3858,16
"2013",1714,2280,16
"2014",1715,153,16
"2015",1716,6076,13
"2016",1718,3542,16
"2017",1719,3467,16
"2018",1720,213,16
"2019",1720,928,16
"2020",1721,4571,16
"2021",1723,4218,16
"2022",1724,221,16
"2023",1725,4700,16
"2024",1726,1872,16
"2025",1727,2276,16
"2026",1728,1910,16
"2027",1729,3013,16
"2028",1730,3384,16
"2029",1731,14461,16
"2030",1732,2902,16
"2031",1733,5234,16
"2032",1733,5856,16
"2033",1734,2720,16
"2034",1735,3010,16
"2035",1736,364,16
"2036",1736,1099,16
"2037",1737,2141,20
"2038",1738,2807,16
"2039",1739,4678,16
"2040",1740,4872,16
"2041",1741,3149,16
"2042",1742,4391,16
"2043",1742,6217,16
"2044",1743,2294,16
"2045",1744,4155,32
"2046",1745,2584,16
"2047",1746,5,16
"2048",1747,1625,16
"2049",1749,3066,16
"2050",1750,2244,16
"2051",1751,3601,16
"2052",1752,2985,16
"2053",1753,2378,16
"2054",1753,2683,16
"2055",1754,4022,13
"2056",1755,3479,16
"2057",1756,3327,16
"2058",1757,3442,16
"2059",1758,5335,16
"2060",1759,2362,16
"2061",1760,1539,16
"2062",1761,3571,16
"2063",1761,3588,32
"2064",1762,23,16
"2065",1763,2545,16
"2066",1764,1614,16
"2067",1765,1494,16
"2068",1765,6248,16
"2069",1766,5121,16
"2070",1766,6009,16
"2071",1767,3021,16
"2072",1768,2615,16
"2073",1769,4798,16
"2074",1770,3720,16
"2075",1771,2727,16
"2076",1772,3314,16
"2077",1773,4057,16
"2078",1774,1009,16
"2079",1774,6270,16
"2080",1775,4743,16
"2081",1776,435,16
"2082",1777,4775,16
"2083",1778,3608,16
"2084",1779,3662,16
"2085",1780,3805,16
"2086",1781,5188,16
"2087",1781,5291,16
"2088",1781,5819,16
"2089",1782,2713,20
"2090",1783,654,16
"2091",1783,815,16
"2092",1784,3746,16
"2093",1785,2368,20
"2094",1786,4855,13
"2095",1787,1988,16
"2096",1788,1755,16
"2097",1789,32,16
"2098",1790,5304,16
"2099",1790,5919,16
"2100",1791,4551,16
"2101",1793,765,16
"2102",1793,768,16
"2103",1793,915,16
"2104",1794,3788,20
"2105",1795,1699,16
"2106",1796,2432,16
"2107",1798,2636,16
"2108",1799,2587,16
"2109",1800,2192,32
"2110",1801,10,16
"2111",1802,3675,16
"2112",1803,3690,20
"2113",1804,3480,16
"2114",1805,1687,16
"2115",1806,284,16
"2116",1806,1075,16
"2117",1807,2785,16
"2118",1808,2777,16
"2119",1808,4133,16
"2120",1808,4135,16
"2121",1809,1713,16
"2122",1810,2338,16
"2123",1811,3549,16
"2124",1812,5152,20
"2125",1813,355,16
"2126",1814,1523,16
"2127",1815,4628,20
"2128",1816,3666,16
"2129",1817,3407,20
"2130",1818,4658,16
"2131",1819,1521,16
"2132",1820,3276,16
"2133",1821,4585,20
"2134",1822,4773,16
"2135",1822,4774,16
"2136",1823,1785,16
"2137",1824,5133,16
"2138",1824,5999,16
"2139",1825,4826,16
"2140",1826,2441,16
"2141",1827,5126,16
"2142",1828,3528,16
"2143",1829,2005,16
"2144",1830,4073,20
"2145",1831,1651,16
"2146",1832,4629,20
"2147",1833,3950,16
"2148",1834,4488,16
"2149",1834,6243,13
"2150",1835,1960,16
"2151",1836,2853,16
"2152",1837,1903,16
"2153",1838,3025,16
"2154",1839,135,16
"2155",1840,207,16
"2156",1841,3677,20
"2157",1842,2643,16
"2158",1844,2889,16
"2159",1845,2954,16
"2160",1846,2864,20
"2161",1847,2759,16
"2162",1847,4093,16
"2163",1848,576,16
"2164",1848,937,16
"2165",1849,311,16
"2166",1850,3896,16
"2167",1851,1979,16
"2168",1852,4622,16
"2169",1854,4715,16
"2170",1855,2265,16
"2171",1856,6101,16
"2172",1857,4021,16
"2173",1858,3553,16
"2174",1861,1702,16
"2175",1862,2514,20
"2176",1863,4108,16
"2177",1864,3994,16
"2178",1865,4346,16
"2179",1865,6135,16
"2180",1866,2815,16
"2181",1867,5162,16
"2182",1869,14467,16
"2183",1870,4809,16
"2184",1871,1783,16
"2185",1872,3097,16
"2186",1873,2666,16
"2187",1875,4031,16
"2188",1876,4034,16
"2189",1877,2886,16
"2190",1878,131,16
"2191",1879,3622,16
"2192",1880,2333,16
"2193",1881,4672,16
"2194",1882,2750,16
"2195",1883,3079,16
"2196",1884,5044,16
"2197",1885,3986,16
"2198",1886,2593,16
"2199",1887,2910,16
"2200",1888,1621,16
"2201",1889,1963,16
"2202",1890,2802,16
"2203",1891,1577,16
"2204",1892,3502,16
"2205",1893,4124,16
"2206",1894,2217,20
"2207",1895,3976,16
"2208",1896,3667,16
"2209",1897,1428,16
"2210",1897,6304,16
"2211",1898,998,16
"2212",1898,6058,16
"2213",1900,3354,20
"2214",1901,1430,16
"2215",1901,6320,16
"2216",1902,2930,20
"2217",1903,2008,16
"2218",1904,1357,16
"2219",1904,6079,13
"2220",1905,4348,16
"2221",1905,6138,13
"2222",1906,4772,16
"2223",1908,237,16
"2224",1909,466,16
"2225",1909,468,16
"2226",1909,902,16
"2227",1910,2887,16
"2228",1910,4235,16
"2229",1911,3780,20
"2230",1912,2611,16
"2231",1913,369,16
"2232",1915,309,16
"2233",1916,251,16
"2234",1917,3900,16
"2235",1919,2386,16
"2236",1920,4710,16
"2237",1921,4764,16
"2238",1922,2908,16
"2239",1923,639,16
"2240",1923,645,16
"2241",1923,805,16
"2242",1924,4661,32
"2243",1926,1609,16
"2244",1927,3962,16
"2245",1928,2670,16
"2246",1928,14164,16
"2247",1929,1654,16
"2248",1930,3222,20
"2249",1931,3462,16
"2250",1932,3611,20
"2251",1933,2835,16
"2252",1934,3554,16
"2253",1935,6184,13
"2254",1936,4139,20
"2255",1937,3510,16
"2256",1938,3472,16
"2257",1939,3195,16
"2258",1940,3543,16
"2259",1941,2225,16
"2260",1942,4793,16
"2261",1943,3526,16
"2262",1944,2438,16
"2263",1945,3169,16
"2264",1946,1966,16
"2265",1947,2751,16
"2266",1948,3633,16
"2267",1949,2278,16
"2268",1950,5269,16
"2269",1951,2562,16
"2270",1952,3732,20
"2271",1953,3434,16
"2272",1955,2343,20
"2273",1956,2711,16
"2274",1957,3151,16
"2275",1958,2282,16
"2276",1959,1034,16
"2277",1959,6064,16
"2278",1960,2871,20
"2279",1961,4044,16
"2280",1961,4183,16
"2281",1962,5957,16
"2282",1963,2196,16
"2283",1964,954,16
"2284",1964,956,16
"2285",1964,957,16
"2286",1964,958,32
"2287",1964,960,16
"2288",1965,1823,16
"2289",1966,4741,16
"2290",1967,1010,16
"2291",1967,6212,16
"2292",1968,3883,16
"2293",1969,5284,16
"2294",1969,5894,32
"2295",1970,3717,16
"2296",1971,3631,16
"2297",1972,4386,16
"2298",1972,6078,16
"2299",1973,1280,16
"2300",1973,1284,16
"2301",1974,3946,16
"2302",1975,3922,16
"2303",1977,1412,16
"2304",1977,6208,16
"2305",1978,3257,20
"2306",1979,4874,16
"2307",1980,3679,32
"2308",1981,2212,20
"2309",1982,71,16
"2310",1982,5006,16
"2311",1982,5033,16
"2312",1983,4039,20
"2313",1984,259,16
"2314",1985,1714,16
"2315",1986,3561,16
"2316",1987,2776,16
"2317",1988,398,16
"2318",1988,1138,16
"2319",1989,3308,16
"2320",1990,3698,16
"2321",1991,2841,20
"2322",1992,3949,16
"2323",1993,1906,20
"2324",1994,5266,16
"2325",1995,2991,16
"2326",1996,4676,16
"2327",1997,2897,16
"2328",1999,698,16
"2329",1999,874,16
"2330",2000,3749,16
"2331",2001,2667,16
"2332",2002,3756,16
"2333",2003,2160,16
"2334",2004,5090,16
"2335",2005,5195,16
"2336",2005,5878,16
"2337",2006,2013,16
"2338",2007,4702,32
"2339",2008,2245,16
"2340",2009,2882,16
"2341",2011,2697,16
"2342",2012,738,16
"2343",2012,790,16
"2344",2013,4071,16
"2345",2015,4854,16
"2346",2016,1376,16
"2347",2016,6166,16
"2348",2017,684,16
"2349",2017,779,16
"2350",2018,4468,16
"2351",2018,6098,16
"2352",2019,3699,20
"2353",2020,2631,16
"2354",2021,2516,16
"2355",2022,1781,16
"2356",2023,3696,20
"2357",2024,4655,16
"2358",2025,2151,20
"2359",2026,3426,16
"2360",2027,4611,16
"2361",2028,1403,16
"2362",2028,6299,16
"2363",2030,3165,16
"2364",2031,3672,16
"2365",2032,4204,16
"2366",2032,4205,16
"2367",2034,3174,16
"2368",2035,3684,16
"2369",2036,3164,16
"2370",2037,4617,16
"2371",2038,3210,20
"2372",2040,3109,16
"2373",2041,3957,16
"2374",2042,46,16
"2375",2043,377,16
"2376",2043,1122,16
"2377",2044,79,16
"2378",2044,1091,16
"2379",2045,2677,20
"2380",2046,2349,16
"2381",2047,1746,16
"2382",2048,2978,16
"2383",2049,1883,16
"2384",2050,4579,16
"2385",2051,4573,16
"2386",2051,5043,16
"2387",2052,31,16
"2388",2053,3538,16
"2389",2054,1554,16
"2390",2055,3411,20
"2391",2056,1671,16
"2392",2057,4061,20
"2393",2059,3899,16
"2394",2060,2258,16
"2395",2061,2298,16
"2396",2062,5131,16
"2397",2063,5036,16
"2398",2065,4875,16
"2399",2067,1908,16
"2400",2068,4549,16
"2401",2069,4630,16
"2402",2070,3636,16
"2403",2071,2164,16
"2404",2072,2239,16
"2405",2073,751,16
"2406",2073,784,16
"2407",2074,4384,16
"2408",2074,6315,16
"2409",2075,2623,20
"2410",2076,415,16
"2411",2076,1083,16
"2412",2077,4598,16
"2413",2078,3776,20
"2414",2079,248,16
"2415",2080,510,16
"2416",2080,1221,16
"2417",2081,3184,16
"2418",2082,3081,16
"2419",2083,3751,20
"2420",2084,1888,16
"2421",2085,5171,16
"2422",2086,2756,20
"2423",2088,5063,16
"2424",2088,5929,16
"2425",2089,4169,16
"2426",2090,2267,16
"2427",2093,2504,16
"2428",2094,123,16
"2429",2096,48,16
"2430",2097,3980,16
"2431",2098,4002,16
"2432",2099,3711,16
"2433",2100,2829,16
"2434",2100,14158,16
"2435",2101,2701,16
"2436",2102,3828,16
"2437",2102,3829,16
"2438",2103,2606,16
"2439",2104,3762,20
"2440",2105,1657,16
"2441",2106,1615,16
"2442",2107,4498,16
"2443",2107,6264,16
"2444",2108,2065,16
"2445",2109,4376,16
"2446",2109,6086,16
"2447",2110,4868,20
"2448",2111,1984,16
"2449",2112,813,16
"2450",2114,1508,16
"2451",2114,6091,16
"2452",2115,2951,16
"2453",2116,2381,16
"2454",2117,659,16
"2455",2117,865,16
"2456",2118,3255,20
"2457",2120,2159,16
"2458",2121,682,13
"2459",2121,793,16
"2460",2122,543,16
"2461",2122,1197,16
"2462",2123,5238,20
"2463",2124,3266,20
"2464",2125,2650,16
"2465",2126,2429,16
"2466",2127,5014,16
"2467",2128,4707,16
"2468",2129,3722,32
"2469",2130,3809,20
"2470",2131,3330,20
"2471",2132,2804,16
"2472",2133,1868,16
"2473",2135,4795,16
"2474",2136,2905,16
"2475",2137,4586,16
"2476",2138,3509,16
"2477",2139,3768,16
"2478",2140,670,16
"2479",2140,787,16
"2480",2141,3589,16
"2481",2142,2820,20
"2482",2142,14172,16
"2483",2143,1550,16
"2484",2144,3214,16
"2485",2146,4732,32
"2486",2148,4897,16
"2487",2150,2873,16
"2488",2153,169,16
"2489",2154,4829,16
"2490",2155,3272,20
"2491",2156,3127,16
"2492",2157,83,16
"2493",2158,6106,16
"2494",2159,2762,20
"2495",2160,5309,16
"2496",2160,5909,16
"2497",2161,146,16
"2498",2162,3017,16
"2499",2163,4592,16
"2500",2164,3319,16
"2501",2165,4099,16
"2502",2166,2682,20
"2503",2167,100,16
"2504",2168,3141,16
"2505",2168,5711,16
"2506",2169,3132,16
"2507",2170,4387,16
"2508",2170,6237,16
"2509",2171,3376,20
"2510",2172,3457,16
"2511",2173,3363,20
"2512",2173,3372,20
"2513",2174,2731,20
"2514",2175,1643,16
"2515",2176,5117,13
"2516",2177,5060,16
"2517",2178,179,16
"2518",2179,507,16
"2519",2179,1118,16
"2520",2180,4820,16
"2521",2181,1737,16
"2522",2182,204,16
"2523",2183,3516,16
"2524",2184,3133,16
"2525",2186,588,16
"2526",2186,918,16
"2527",2187,3410,20
"2528",2188,728,16
"2529",2188,899,16
"2530",2189,5370,16
"2531",2190,5224,16
"2532",2191,746,16
"2533",2191,6190,16
